DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201215741,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,0430,12,77th Street,1249,1,121,"RAPE, FORCIBLE",1822 2014 0302 0355 0421 0526 0527 0337 0908,22,F,B,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,IC,Invest Cont,121,,,,66TH                         ST,HOOVER                       ST,33.9795,-118.2871
200212515,07/13/2020 12:00:00 AM,07/12/2020 12:00:00 AM,2000,02,Rampart,0241,1,121,"RAPE, FORCIBLE",1309 2000 1814 0400 0419 1305 0500 0532 2034 0913,44,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,300 S  LA FAYETTE PARK              PL,,34.0643,-118.2824
200318525,10/07/2020 12:00:00 AM,10/03/2020 12:00:00 AM,0001,03,Southwest,0376,1,121,"RAPE, FORCIBLE",1202 1822 2033 0209,62,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,DENKER                       AV,MARTIN LUTHER KING JR        BL,34.0109,-118.3045
200115123,07/21/2020 12:00:00 AM,05/02/2020 12:00:00 AM,0430,01,Central,0171,1,121,"RAPE, FORCIBLE",0527 0913 1218,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2658
202011188,06/20/2020 12:00:00 AM,06/19/2020 12:00:00 AM,0330,20,Olympic,2015,1,121,"RAPE, FORCIBLE",1415 1409 0522 1822 1218 0448 0503 0536 0528 0432,43,F,H,158,TRANSIENT ENCAMPMENT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,BERENDO                      ST,S  BEVERLY                      BL,34.0763,-118.2942
201216794,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,0730,12,77th Street,1269,1,122,"RAPE, ATTEMPTED",1218 2004 0400 1817 0913,23,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,300 E  84TH                         ST,,33.9628,-118.2695
201300864,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,1730,13,Newton,1365,1,121,"RAPE, FORCIBLE",1258 0522 0527 0913 1402,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,998,,1300 E  49TH                         ST,,33.9984,-118.2521
201513004,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,0400,15,N Hollywood,1527,1,121,"RAPE, FORCIBLE",0448 0418 0408 1822 1823 0940 1415 0527 0519,24,F,B,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,998,,,6000    KLUMP                        AV,,34.1794,-118.3758
201316276,08/31/2020 12:00:00 AM,08/28/2020 12:00:00 AM,0700,13,Newton,1393,1,121,"RAPE, FORCIBLE",1822 1415 1258 0940 1309 1409 0432 0527,12,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,64TH                         ST,MAIN                         ST,33.9814,-118.2739
201613505,09/29/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1200,16,Foothill,1663,1,121,"RAPE, FORCIBLE",2004 0500 0522 0527 0504 0501 0418 1601 1218 1822,29,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,910,998,,9400    SAN FERNANDO                 RD,,34.24,-118.3945
201011209,07/21/2020 12:00:00 AM,07/08/2020 12:00:00 AM,0300,10,West Valley,1098,1,121,"RAPE, FORCIBLE",0913 1820,30,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,3400    RED ROSE                     DR,,34.134,-118.4864
201010229,06/20/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1930,10,West Valley,1063,1,121,"RAPE, FORCIBLE",0913 1309 1817 0334 1100 0526 0531 0532 0537 0407,22,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,VENTURA,RESEDA,34.1688,-118.5361
201912591,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1230,19,Mission,1994,1,121,"RAPE, FORCIBLE",0913 1817 0542 2001 2003 1268 0432 0527,23,F,H,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,14800    ROSCOE                       BL,,34.2215,-118.4559
201912502,07/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,2200,19,Mission,1995,1,121,"RAPE, FORCIBLE",0527 0400 1258 0510 0532 0556 0913 1817,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,14500    BLYTHE                       ST,,34.2152,-118.4553
201300889,08/01/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1300,13,Newton,1364,1,121,"RAPE, FORCIBLE",0522 0913 0527,64,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,5100 S  CENTRAL                      AV,,33.997,-118.2565
201708691,04/30/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2100,17,Devonshire,1798,1,121,"RAPE, FORCIBLE",0514 0500 1822 1823 1206 1259 1251 0512 0527 0532,15,F,B,514,GROUP HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,121,,,,8800 N  HASKELL                      AV,,34.2302,-118.4764
200214735,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,0001,02,Rampart,0249,1,122,"RAPE, ATTEMPTED",1309 0537 1259 2004 1206 1415 1409 0522 0342 1822,16,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122,998,,,4TH                          ST,LUCAS                        ST,34.0574,-118.2621
200318783,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2000,03,Southwest,0314,1,121,"RAPE, FORCIBLE",1822 0416 0527 1415 2034 1262 1206 1402 0446 0406,35,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3900 W  28TH                         ST,,34.0306,-118.3281
200910278,05/28/2020 12:00:00 AM,02/16/2020 12:00:00 AM,0100,09,Van Nuys,0904,1,121,"RAPE, FORCIBLE",0913 1816 2001 1251 0500 0501 0515 0516 0527 0539,19,F,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,AO,Adult Other,121,,,,15000    SATICOY                      ST,,34.2085,-118.4597
201205774,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2145,12,77th Street,1208,1,121,"RAPE, FORCIBLE",0400 0500 0527 1218 0913 1817,49,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,4700 S  FIGUEROA                     ST,,33.9997,-118.2849
200811635,07/08/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1800,08,West LA,0881,1,121,"RAPE, FORCIBLE",0500 0518 0913 1814,33,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,1800    FEDERAL                      AV,,34.0341,-118.4525
201206301,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1900,12,77th Street,1266,1,121,"RAPE, FORCIBLE",1402 1415 0527 0526 0913 1820 1203 2034 2021 0507,49,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,700 W  81ST                         ST,,33.9655,-118.2838
201600867,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1800,16,Foothill,1659,1,121,"RAPE, FORCIBLE",0536 0913 1802 0419 0522 0510 0515 0527 0516 0550,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,FOOTHILL                     AV,TUJUNGA CANYON               BL,34.2465,-118.2761
201814867,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,0350,18,Southeast,1841,1,122,"RAPE, ATTEMPTED",1822 1202 0500 0334 0443 1402 0529 2004 0536 0416,69,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,310,998,,700 W  IMPERIAL                     HY,,33.9367,-118.2871
200318925,10/15/2020 12:00:00 AM,10/14/2020 12:00:00 AM,2230,03,Southwest,0328,1,121,"RAPE, FORCIBLE",1822 1251 0448 0305 0444 0527 0537,19,F,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,S  28TH                         ST,W  FIGUEROA                     ST,34.0261,-118.2774
202013166,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,0200,20,Olympic,2035,1,121,"RAPE, FORCIBLE",1822 0342 1218 1268 0448 0418 1305 0507 0527 0516,47,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3400    WILSHIRE                     BL,,34.0618,-118.2975
200115941,08/06/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1700,01,Central,0111,1,121,"RAPE, FORCIBLE",1402 0500 0400 0913 2004 1415 1218,19,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,ARCADIA                      ST,LOS ANGELES                  ST,34.0553,-118.2392
201011011,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,0400,10,West Valley,1008,1,121,"RAPE, FORCIBLE",0913 0448 0515 1802 2002 1206 2000 0503 0510 0531,23,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,6600    HAYVENHURST                  AV,,34.1903,-118.4924
200213290,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2040,02,Rampart,0212,1,121,"RAPE, FORCIBLE",0913 1817 0500 0522 0532 0512 0510 0527 0400 1218,45,F,H,222,LAUNDROMAT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3500 W  TEMPLE                       ST,,34.08,-118.2881
202011458,06/26/2020 12:00:00 AM,06/13/2020 12:00:00 AM,0400,20,Olympic,2046,1,121,"RAPE, FORCIBLE",0526 1262 1802 0342 0527 0532 0537 0913 1206 2034,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,900 S  BERENDO                      ST,,34.0545,-118.2941
201512411,07/09/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2000,15,N Hollywood,1532,1,121,"RAPE, FORCIBLE",2000 1814 0400 0913 2001 0522 0527 0532 0551,21,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,12300    EMELITA                      ST,,34.1763,-118.4018
202000662,07/09/2020 12:00:00 AM,07/07/2020 12:00:00 AM,0500,20,Olympic,2023,1,121,"RAPE, FORCIBLE",1822 1402 1409 0527 0400 0533 1218,43,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,HOBART                       BL,5TH                          ST,34.0653,-118.3053
200213415,08/06/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1800,02,Rampart,0237,1,121,"RAPE, FORCIBLE",0400 0913 1814 0500 0527 2000 0432,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1200 W  3RD                          ST,,34.0569,-118.2583
202114757,10/12/2020 12:00:00 AM,10/11/2020 12:00:00 AM,2200,21,Topanga,2136,1,121,"RAPE, FORCIBLE",1822 0527 1259,17,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7400    TOPANGA CANYON               BL,,34.2047,-118.606
201910619,05/20/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1500,19,Mission,1918,1,121,"RAPE, FORCIBLE",1817 0913 1258 0505 0537 0360 0515 0527 1402,13,F,H,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,121,812,998,,12700 N  WATT                         LN,,34.3016,-118.4229
201100780,11/15/2020 12:00:00 AM,11/14/2020 12:00:00 AM,0200,11,Northeast,1137,1,121,"RAPE, FORCIBLE",1415 1402 0500 0527 0913 0603,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,300 N  AVENUE 52,,34.1085,-118.2011
201815662,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,0430,18,Southeast,1849,1,121,"RAPE, FORCIBLE",2034 1202 0319 0432 0527 1822 1218 2004,61,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,WILMINGTON                   AV,114TH                        ST,33.9303,-118.2391
201916751,11/09/2020 12:00:00 AM,11/09/2020 12:00:00 AM,2300,19,Mission,1985,1,121,"RAPE, FORCIBLE",1402 1816 1820 0906 0913 1817 0527 0532,19,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,VAN NUYS,ROSCOE,34.2215,-118.4488
201610589,06/30/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2200,16,Foothill,1606,1,121,"RAPE, FORCIBLE",0522 0527 0515 0537 0913 1259,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,121,,,,11500    HELA                         AV,,34.2789,-118.387
200400978,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,0600,04,Hollenbeck,0464,1,122,"RAPE, ATTEMPTED",0400 0416 1822 1606 1402,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,310,998,,2200    MICHIGAN                     AV,,34.0456,-118.2101
201011460,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2000,10,West Valley,1041,1,121,"RAPE, FORCIBLE",1409 1415 1262 2060 1822 1206 1218 1420 1402,29,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,5600    CORBIN                       AV,,34.1803,-118.5622
202015979,10/16/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1420,20,Olympic,2044,1,121,"RAPE, FORCIBLE",0913 2000 0329 0443 0432 0516 0527 2021,53,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,800 S  NORMANDIE                    AV,,34.0561,-118.302
200112017,05/22/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1000,01,Central,0185,1,121,"RAPE, FORCIBLE",0908 0913 0416 0419 0449 1402 0516 0527 1415,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,921,998,,1100 S  HILL                         ST,,34.0395,-118.2604
201300891,08/04/2020 12:00:00 AM,08/02/2020 12:00:00 AM,2200,13,Newton,1367,1,121,"RAPE, FORCIBLE",1409 1415 0527 0913,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,5300    MORGAN                       AV,,33.9969,-118.2448
201300914,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,0300,13,Newton,1303,1,121,"RAPE, FORCIBLE",0913 2004 0500 2000 0448 0416 1402,39,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,SAN JULIAN,OLYMPIC,34.0369,-118.2522
201915282,10/04/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1240,19,Mission,1974,1,121,"RAPE, FORCIBLE",1402 1259 0527 1822,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,14700    RAYEN                        ST,,34.2337,-118.4536
201612046,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,0100,16,Foothill,1657,1,121,"RAPE, FORCIBLE",0522 0527 0515 1822 1402,40,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,TUJUNGA CANYON               BL,COMMERCE                     AV,34.2502,-118.2886
201712019,08/08/2020 12:00:00 AM,08/01/2020 12:00:00 AM,0001,17,Devonshire,1737,1,121,"RAPE, FORCIBLE",0913 1814 2000 2034 1218 0500 0527 0413 1501,44,F,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,16500    CHATSWORTH                   ST,,34.2703,-118.4959
201509585,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1810,15,N Hollywood,1525,1,121,"RAPE, FORCIBLE",0400 1823 0913 0940 1300 1913 1402 0501 0512 0527,20,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,6000    RADFORD                      AV,,34.1794,-118.3922
202112659,08/12/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1500,21,Topanga,2177,1,121,"RAPE, FORCIBLE",0913 1259 0522 0510 0516 0526 0527 0940,17,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,21000    WARNER CENTER                LN,,34.174,-118.5899
201513825,08/11/2020 12:00:00 AM,07/28/2020 12:00:00 AM,0200,15,N Hollywood,1515,1,121,"RAPE, FORCIBLE",0515 0527 1913 1415 1822 1823 0413 0507 1309 0940,19,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,6600 N  LANKERSHIM                   BL,,34.1962,-118.3911
201514555,08/30/2020 12:00:00 AM,08/29/2020 12:00:00 AM,2345,15,N Hollywood,1557,1,121,"RAPE, FORCIBLE",1206 0913 0500 0400 1823 2034 1262 1501 1402,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,4800    VINELAND                     AV,,34.1577,-118.3702
200306386,02/09/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1700,03,Southwest,0397,1,121,"RAPE, FORCIBLE",0515 0522 1402 0500 1415 0913 0527 0512,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1000 W  43RD                         ST,,34.0055,-118.2915
200315443,08/08/2020 12:00:00 AM,08/07/2020 12:00:00 AM,2330,03,Southwest,0308,1,121,"RAPE, FORCIBLE",1251 0400 0500 1822 1823 0516 0527,23,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,800 W  WASHINGTON                   BL,,34.0364,-118.2765
201913393,08/16/2020 12:00:00 AM,08/15/2020 12:00:00 AM,2300,19,Mission,1916,1,121,"RAPE, FORCIBLE",1822 0501 0527 1026 0340 1206 1402,24,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,13000    BORDEN                       AV,,34.3061,-118.4414
201611563,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,0005,16,Foothill,1663,1,121,"RAPE, FORCIBLE",0527 0510 0536 0913 0532 1402,25,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,12300    SHELDON                      ST,,34.2341,-118.4008
201014043,10/15/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1200,10,West Valley,1049,1,121,"RAPE, FORCIBLE",0913 1259 1820 0448 0516 0532 0527 0510 0400,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,BALBOA                       BL,VICTORY                      BL,34.1866,-118.5011
201218915,08/20/2020 12:00:00 AM,08/19/2020 12:00:00 AM,2100,12,77th Street,1267,1,121,"RAPE, FORCIBLE",1259 0537 0527 0507 1415 0913,17,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,85TH                         ST,FIGUEROA                     ST,33.9611,-118.2827
210211006,06/22/2021 12:00:00 AM,01/01/2020 12:00:00 AM,0800,02,Rampart,0202,1,121,"RAPE, FORCIBLE",0913 1913 0400 0527 0516 2000,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,4400    LOCKWOOD                     AV,,34.0887,-118.2892
201311989,06/08/2020 12:00:00 AM,06/07/2020 12:00:00 AM,0300,13,Newton,1365,1,121,"RAPE, FORCIBLE",0512 0527 0507 1300 1309 1402 1415 1409 0913,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1300 E  48TH                         PL,,33.9993,-118.2499
201215768,07/01/2020 12:00:00 AM,06/30/2020 12:00:00 AM,2200,12,77th Street,1204,1,121,"RAPE, FORCIBLE",0416 0417 0516 0527 1402 1415 1813 2000 0913,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,1400 W  45TH                         ST,,34.0028,-118.3007
200316231,08/23/2020 12:00:00 AM,06/13/2020 12:00:00 AM,0400,03,Southwest,0361,1,121,"RAPE, FORCIBLE",1259 2000 1823 2024 0913 0536 0537 0527,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3900    GIBRALTAR                    AV,,34.0161,-118.3546
201210925,04/15/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1400,12,77th Street,1241,1,121,"RAPE, FORCIBLE",0526 0527 0444 1822,27,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,6300    CRENSHAW                     BL,,33.9825,-118.3309
201012011,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,2130,10,West Valley,1003,1,121,"RAPE, FORCIBLE",1402 1268 1415 1822 1202 1206 0448 0512 1300 0537,60,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,RESEDA                       BL,INGOMAR                      AV,34.212,-118.5361
201700844,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,0200,17,Devonshire,1793,1,121,"RAPE, FORCIBLE",0500 0913 1820 1206 1402 1415 0361 0527,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,19100    PARTHENIA                    ST,,34.2282,-118.5514
201816068,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,0200,18,Southeast,1824,1,122,"RAPE, ATTEMPTED",1822 2034 0342 1206 0537,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,CENTURY,CENTRAL,33.9457,-118.2541
201112787,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,0200,11,Northeast,1162,1,121,"RAPE, FORCIBLE",1218 0537 0527 0503 0913,23,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,VIRGIL                       AV,SANTA MONICA                 BL,34.0909,-118.2866
201509991,05/12/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2300,15,N Hollywood,1562,1,121,"RAPE, FORCIBLE",0500 1402 0913 1814 2000 1258 0400 0527,13,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,998,,12600    MOORPARK                     ST,,34.1533,-118.4058
201208021,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1430,12,77th Street,1251,1,121,"RAPE, FORCIBLE",1402 0527 1415 0913 0448 0443 0501 0510,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,3500 W  FLORENCE                     AV,,33.9745,-118.3335
201913500,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1710,19,Mission,1902,1,122,"RAPE, ATTEMPTED",1822 1402 1311 0522 0551 2004,32,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,122,998,,,15000    OLIVE VIEW                   DR,,34.3247,-118.4601
